"	amplitude_id","	user_id","	city","	country","	device","	device_type","	dma","	gt:acc_id","	ip_address","	language","	library","	os","	platform","	region","	gp:fbclid","	gp:gclid","	gp:initial_fbclid","	gp:initial_gclid","	gp:initial_referrer","	gp:initial_referring_domain","	gp:initial_utm_campaign","	gp:initial_utm_content","	gp:initial_utm_medium","	gp:initial_utm_source","	gp:initial_utm_term","	gp:referrer","	gp:referring_domain","	gp:user_accounts_created","	gp:user_cookie_campaign","	gp:user_cookie_content","	gp:user_cookie_fbclid","	gp:user_cookie_gclid","	gp:user_cookie_http_referrer","	gp:user_cookie_keyword","	gp:user_cookie_lp_full","	gp:user_cookie_lpcleaned","	gp:user_cookie_medium","	gp:user_cookie_source","	gp:user_invited","	gp:user_latest_nps","	gp:user_mrr","	gp:user_obsurvey_business_type","	gp:user_obsurvey_current_tool","	gp:user_obsurvey_main_activity","	gp:user_obsurvey_start_when","	gp:user_obsurvey_used_before","	gp:user_signup_howwemet","	gp:user_total_accounts","	gp:user_total_logins","	gp:user_users_invited","	gp:utm_campaign","	gp:utm_content","	gp:utm_medium","	gp:utm_source","	gp:utm_term"
"	295041436228","	6134f56ff4bdd663e436595a","	Pamplona","	Spain","	Windows","	Windows","	","	[""6134f5b4c9cd6d624a25f4b2""]","	67.218.236.83","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Navarre","	","	Cj0KCQjw1dGJBhD4ARIsANb6OdlHt96SVQLTc1TIndq0H4uq8yU47_0SRmkAoNGd8WhHXN5oVFZN6YMaAuVXEALw_wcB","	","	Cj0KCQjw1dGJBhD4ARIsANb6OdlHt96SVQLTc1TIndq0H4uq8yU47_0SRmkAoNGd8WhHXN5oVFZN6YMaAuVXEALw_wcB","	https://www.google.com/","	www.google.com","	generic_9761431352","	126181499724_531977260777","	cpc","	google","	factura electrónica","	https://www.google.com/","	www.google.com","	1","	","	","	","	","	https://www.google.com/","	","	https://www.holded.com/es/blog/puedo-hacer-factura-particular","	https://www.holded.com/es/blog/puedo-hacer-factura-particular","	referal","	google.com","	false","	","	0","	services","	penpaper","	invoicing","	browsing","	never","	Search engine","	1","	1","	","	generic_9761431352","	126181499724_531977260777","	cpc","	google","	factura electrónica"
"	201753971270","	5f6a2ba4f39a9f40f4433256","	Sant Cugat del Vallès","	Spain","	Windows","	Windows","	","	","	85.56.51.138","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	245","	","	","	","	","	","	"
"	211791522372","	5fca61f195f89d623a5c4119","	Coslada","	Spain","	Mac","	Mac","	","	","	2.139.177.242","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	12.0","	services","	nothing","	invoicing","	comingmonths","	never","	","	1","	19","	","	","	","	","	","	"
"	293742709326","	612fb3d00397250ebf19586d","	Alcazar de San Juan","	Spain","	Windows","	Windows","	","	[""612fb3ed95885e383f62d842""]","	192.157.254.41","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Ciudad Real","	","	CjwKCAjwybyJBhBwEiwAvz4G73qVjshuB9cRPgV8YrfrQIpY1n_u3aDu5XjrITlgJJa76rMR1d6PmRoCQqkQAvD_BwE","	","	CjwKCAjwybyJBhBwEiwAvz4G73qVjshuB9cRPgV8YrfrQIpY1n_u3aDu5XjrITlgJJa76rMR1d6PmRoCQqkQAvD_BwE","	https://www.google.com/","	www.google.com","	generic_9761431352","	103534667271_464462484624","	cpc","	google","	programa para hacer facturas","	https://www.google.com/","	www.google.com","	1","	generic_9761431352","	103534667271_464462484624","	","	CjwKCAjwybyJBhBwEiwAvz4G73qVjshuB9cRPgV8YrfrQIpY1n_u3aDu5XjrITlgJJa76rMR1d6PmRoCQqkQAvD_BwE","	https://www.google.com/","	programa para hacer facturas","	https://www.holded.com/es/programa-facturacion?h1=Programa+para+hacer+facturas+f%C3%A1cil+y+r%C3%A1pido+de+manera+online&utm_source=google&utm_medium=cpc&utm_campaign=generic_9761431352&utm_content=103534667271_464462484624&utm_term=programa%20para%20hacer%20facturas&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=464462484624&hsa_mt=e&hsa_kw=programa%20para%20hacer%20facturas&hsa_ver=3&hsa_src=g&hsa_cam=9761431352&hsa_grp=103534667271&hsa_net=adwords&hsa_tgt=kwd-305350833025&gclid=CjwKCAjwybyJBhBwEiwAvz4G73qVjshuB9cRPgV8YrfrQIpY1n_u3aDu5XjrITlgJJa76rMR1d6PmRoCQqkQAvD_BwE","	https://www.holded.com/es/programa-facturacion","	cpc","	google","	false","	","	0","	services","	nothing","	invoicing","	browsing","	never","	YouTube","	0","	1","	","	generic_9761431352","	103534667271_464462484624","	cpc","	google","	programa para hacer facturas"
"	223319091796","	5e3837b36a97284fc26b8b02","	Valencia","	Spain","	Windows","	Windows","	","	","	79.109.235.217","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Valencia","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	3.0","	50.0","	","	","	","	","	","	","	1","	54","	","	","	","	","	","	"
"	134855060053","	5e0ee7026a972871365b1030","	Madrid","	Spain","	Windows","	Windows","	","	","	212.80.167.224","	Spanish","	amplitude-js/8.1.0","	Chrome 91","	Web","	Madrid","	","	CjwKCAjwybyJBhBwEiwAvz4G7x8aNAWiO7s-RRne7j7S4myzAnp2SZtELq09NnIhOb1IXC2t9368dhoCnfYQAvD_BwE","	","	CjwKCAjwybyJBhBwEiwAvz4G7x8aNAWiO7s-RRne7j7S4myzAnp2SZtELq09NnIhOb1IXC2t9368dhoCnfYQAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	19","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	270647061078","	5ef2161d6a97287a8f325c24","	Barcelona","	Spain","	Android","	Android","	","	","	31.4.184.97","	English","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Barcelona","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://app.holded.com/employees/summary","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	5","	","	","	","	","	","	"
"	289241565787","	611d0380f47ee94d772cef67","	Madrid","	Spain","	Windows","	Windows","	","	[""611d0391e3b3870af67b46cc""]","	83.34.151.141","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	CjwKCAjw3_KIBhA2EiwAaAAlin76rUwIQtsOv6S4GekMh5twptbbhF7iyxXsUrb9Bf-krrLN_6Jv_hoChV8QAvD_BwE","	","	CjwKCAjw3_KIBhA2EiwAaAAlin76rUwIQtsOv6S4GekMh5twptbbhF7iyxXsUrb9Bf-krrLN_6Jv_hoChV8QAvD_BwE","	https://www.google.com/","	www.google.com","	generic_9761431352","	99228401269_528482043793","	cpc","	google","	programa facturación","	https://app.holded.com/sales/revenue","	app.holded.com","	1","	dsa_1330918973","	125354356442_528152939439","	","	Cj0KCQjw6ZOIBhDdARIsAMf8YyGQ01w2EMb6glz1kqsUl5gNMdECCP2gRK_74Hmnql0tQuZR262vV4QaAqk_EALw_wcB","	https://www.google.com/","	","	https://www.holded.com/es/blog/cuando-pasar-autonomo-sociedad-limitada?utm_adgroupid=125354356442&utm_keyword=&campaignid=1330918973&adgroupid=125354356442&adid=528152939439&hld_device=c&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=125354356442_528152939439&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=125354356442&hsa_ad=528152939439&hsa_cam=1330918973&hsa_tgt=dsa-1323978448548&hsa_net=adwords&hsa_ver=3&gclid=Cj0KCQjw6ZOIBhDdARIsAMf8YyGQ01w2EMb6glz1kqsUl5gNMdECCP2gRK_74Hmnql0tQuZR262vV4QaAqk_EALw_wcB","	https://www.holded.com/es/blog/cuando-pasar-autonomo-sociedad-limitada","	cpc","	google","	false","	","	0","	services","	desktopsoftware","	invoicing","	browsing","	never","	Search engine","	1","	1","	","	generic_9761431352","	99228401269_528482043793","	cpc","	google","	programa facturación"
"	295260457566","	5ed034916a97282fd5437c44","	Torrevieja","	Spain","	Windows","	Windows","	","	","	80.174.181.207","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Alicante","	","	Cj0KCQjw-NaJBhDsARIsAAja6dPs5VwzjY5tS2U_hPyTtWvR5U13h0LrdZATNrzWCsWYq6CqRNbLeyYaAoGfEALw_wcB","	","	Cj0KCQjw-NaJBhDsARIsAAja6dPs5VwzjY5tS2U_hPyTtWvR5U13h0LrdZATNrzWCsWYq6CqRNbLeyYaAoGfEALw_wcB","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded"
"	262365276774","	60a4e248c10dd274c7594037","	Barcelona","	Spain","	Windows","	Windows","	","	","	77.225.22.97","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://www.google.com/","	www.google.com","	1","	5adf419f2e1d9309d4115c32","	referral_program","	","	","	","	","	https://app.holded.com/signup?lang=es&r=5adf419f2e1d9309d4115c32&email=hello@italivehome.com&utm_content=referral_program&utm_medium=referral&utm_campaign=5adf419f2e1d9309d4115c32","	https://app.holded.com/signup","	referral","	","	false","	","	0.0","	retails","	nothing","	invoicing","	innextmonth","	manytimes","	Team invite","	1","	20","	1","	","	","	","	","	"
"	277321411175","	609a59cd76f69376970940c5","	Santa Cruz de Tenerife","	Spain","	Mac","	Mac","	","	","	95.63.75.249","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Santa Cruz de Tenerife","	","	","	","	","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	","	","	","	","	","	","	false","	","	","	","	","	","	","	","	","	","	3","	","	","	","	","	","	"
"	280454023799","	60f72d11272573042c786a54","	Barcelona","	Spain","	Windows","	Windows","	","	","	77.228.129.23","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	youtube_rem_6465944295","	125702286467_533786547259","	","	Cj0KCQjw6NmHBhD2ARIsAI3hrM2-bYWtuUCKrP0KOduANknkOXJLDXB7l33-sXmGij604BUU_xo96fwaAou0EALw_wcB","	https://imasdk.googleapis.com/","	","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=youtube_rem_6465944295&utm_content=125702286467_533786547259&utm_term=&hld_device=c&hld_network=vp&hld_matchtype=&hld_placement=www.telecinco.es&hsa_acc=6249003211&hsa_ad=533786547259&hsa_mt=&hsa_kw=&hsa_ver=3&hsa_src=vp&hsa_cam=6465944295&hsa_grp=125702286467&hsa_net=adwords&hsa_tgt=aud-1284087843513&gclid=Cj0KCQjw6NmHBhD2ARIsAI3hrM2-bYWtuUCKrP0KOduANknkOXJLDXB7l33-sXmGij604BUU_xo96fwaAou0EALw_wcB","	https://www.holded.com/es","	cpc","	google","	false","	","	0.0","	services","	cloudsoftware","	crm","	now","	never","	Referral","	1","	5","	4","	","	","	","	","	"
"	214647827064","	5f00c2ca6a9728323c749372","	Ronda","	Spain","	Windows","	Windows","	","	","	81.38.197.205","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Malaga","	","	CjwKCAjwmeiIBhA6EiwA-uaeFYMfyvd1GoNorRd7RplVaVgWkeDjf6tGWxRK-4SwMXQEFAxUzP-L8BoC0IIQAvD_BwE","	","	CjwKCAjwmeiIBhA6EiwA-uaeFYMfyvd1GoNorRd7RplVaVgWkeDjf6tGWxRK-4SwMXQEFAxUzP-L8BoC0IIQAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	7","	0","	","	","	","	","	","	","	1","	16","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	239138663032","	6040cbc56ae26372fe3d5482","	","	Spain","	Android","	Android","	","	","	37.10.132.185","	Spanish","	amplitude-js/8.1.0","	Chrome WebView 91","	Web","	Andalusia","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	https://app.holded.com/login?lang=es","	https://app.holded.com/login","	referal","	","	true","	","	79","	","	","	","	","	","	","	1","	2","	","	","	","	","	","	"
"	292107274871","	6128d33eb028de1dd119d35a","	Arucas","	Spain","	","	","	","	[""6128d36076c6c07e4d3a5040""]","	83.47.151.96","	Spanish","	http/2.0","	","	web","	Las Palmas","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://www.google.com/","	www.google.com","	1","	","	","	","	","	https://www.google.com/","	","	https://www.holded.com/es","	https://www.holded.com/es","	referal","	google.com","	false","	","	0","	both","	cloudsoftware","	projects","	browsing","	never","	Referral","	0","	1","	","	","	","	","	","	"
"	134365162106","	5e302f6d6a972806c32cc112","	Madrid","	Spain","	","	","	","	","	139.47.66.5","	Spanish","	http/2.0","	","	web","	Madrid","	","	","	","	","	https://app.holded.com/boards?login_success_source=web","	app.holded.com","	","	","	","	","	","	https://app.holded.com/sales/revenue","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	10","	12","	","	","	","	","	","	","	1","	39","	","	","	","	","	","	"
"	291813231225","	6127c34f31f7a4122f3a02e6","	Burgos","	Spain","	Windows","	Windows","	","	[""6127c360e6687a086158f96c""]","	188.76.2.145","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Burgos","	","	CjwKCAjw95yJBhAgEiwAmRrutCxztq-omo9kA05OYHyOFAWEdlrK4OyZnaQmr_4H98M5ebWvTLa26RoCXVoQAvD_BwE","	","	CjwKCAjw95yJBhAgEiwAmRrutCxztq-omo9kA05OYHyOFAWEdlrK4OyZnaQmr_4H98M5ebWvTLa26RoCXVoQAvD_BwE","	https://www.youtube.com/","	www.youtube.com","	youtube_acq_13526002054","	122235473223_527795727289","	cpc","	google","	","	https://www.youtube.com/","	www.youtube.com","	1","	youtube_acq_13526002054","	122235473223_527795727289","	","	CjwKCAjw95yJBhAgEiwAmRrutCxztq-omo9kA05OYHyOFAWEdlrK4OyZnaQmr_4H98M5ebWvTLa26RoCXVoQAvD_BwE","	https://www.youtube.com/","	","	https://app.holded.com/signup?lang=es&utm_source=google&utm_medium=cpc&utm_campaign=youtube_acq_13526002054&utm_content=122235473223_527795727289&utm_term=&hld_device=c&hld_network=ytv&hld_matchtype=&hld_placement=youtube.com&hsa_acc=6249003211&hsa_ad=527795727289&hsa_mt=&hsa_kw=&hsa_ver=3&hsa_src=ytv&hsa_cam=13526002054&hsa_grp=122235473223&hsa_net=adwords&hsa_tgt=&gclid=CjwKCAjw95yJBhAgEiwAmRrutCxztq-omo9kA05OYHyOFAWEdlrK4OyZnaQmr_4H98M5ebWvTLa26RoCXVoQAvD_BwE","	https://app.holded.com/signup","	cpc","	google","	false","	","	0","	services","	desktopsoftware","	invoicing","	browsing","	never","	YouTube","	1","	1","	","	welcome_1","	122235473223_527795727289","	email","	mailgun","	"
"	203397180025","	5e1c99d26a972834ac561895","	Málaga","	Spain","	","	","	","	","	212.230.231.5","	English","	http/2.0","	","	web","	Malaga","	","	","	","	","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	9","	12","	","	","	","	","	","	","	2","	16","	","	","	","	","	","	"
"	288988834437","	611bf36affd3c92a285f4b70","	Benimantell","	Spain","	Windows","	Windows","	","	[""611bf9754037f87d9d25973a""]","	31.4.142.97","	Spanish","	amplitude-js/8.1.0","	Firefox 91","	Web","	Alicante","	","	","	","	","	","	","	welcome_1","	","	email","	mailgun","	","	","	","	1","	brand_10388931271","	104378540838_525213505888","	","	EAIaIQobChMI7JuZycu48gIVg-hRCh34dQBNEAAYAyAAEgKVbfD_BwE","	https://www.google.com/","	holded contabilidad","	https://www.holded.com/es/programa-contabilidad?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540838_525213505888&utm_term=holded%20contabilidad&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=525213505888&hsa_mt=e&hsa_kw=holded%20contabilidad&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540838&hsa_net=adwords&hsa_tgt=kwd-401388045488&gclid=EAIaIQobChMI7JuZycu48gIVg-hRCh34dQBNEAAYAyAAEgKVbfD_BwE","	https://www.holded.com/es/programa-contabilidad","	cpc","	google","	false","	","	0","	both","	nothing","	accounting","	innextmonth","	fewtimes","	Other","	1","	3","	","	welcome_1","	","	email","	mailgun","	"
"	276208626313","	60e3120343207942be79852b","	El Escorial","	Spain","	Mac","	Mac","	","	","	79.146.178.229","	Spanish","	amplitude-js/8.1.0","	Safari 14","	Web","	Madrid","	","	Cj0KCQjwjo2JBhCRARIsAFG667WrQcPgXuGDzD6oZKqQi0rjev_nIIdVEIynAOd2Gzp8E2UqXQrThmkaAkvAEALw_wcB","	","	Cj0KCQjwjo2JBhCRARIsAFG667WrQcPgXuGDzD6oZKqQi0rjev_nIIdVEIynAOd2Gzp8E2UqXQrThmkaAkvAEALw_wcB","	https://www.google.com","	www.google.com","	dsa_1330918973","	122404424823_528503650933","	cpc","	google","	","	https://app.holded.com/boards","	app.holded.com","	1","	","	","	","	","	null","	","	https://www.holded.com/","	https://www.holded.com/","	referal","	","	false","	","	59","	both","	spreadsheet","	all","	browsing","	fewtimes","	Search engine","	1","	25","	2","	dsa_1330918973","	122404424823_528503650933","	cpc","	google","	"
"	272657025674","	60d3036b1fbc256a094f1b5a","	","	Spain","	Windows","	Windows","	","	","	37.29.133.104","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	dsa_1330918973","	61706694846_315707568612","	","	CjwKCAiAkJKCBhAyEiwAKQBCkiHaL9ejVvz3ZxAV_kZk8BVelrnT3u0Or7gIjOKS0N37NQI5hSAgTxoCwBcQAvD_BwE","	https://www.google.com/","	","	https://www.holded.com/es/blog/vat?utm_adgroupid=61706694846&utm_keyword=&campaignid=1330918973&adgroupid=61706694846&adid=315707568612&hld_device=c&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=61706694846_315707568612&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=61706694846&hsa_ad=315707568612&hsa_cam=1330918973&hsa_tgt=dsa-581135182015&hsa_net=adwords&hsa_ver=3&gclid=CjwKCAiAkJKCBhAyEiwAKQBCkiHaL9ejVvz3ZxAV_kZk8BVelrnT3u0Or7gIjOKS0N37NQI5hSAgTxoCwBcQAvD_BwE","	https://www.holded.com/es/blog/vat","	cpc","	google","	false","	8.0","	0.0","	services","	spreadsheet","	all","	now","	never","	YouTube","	1","	34","	","	","	","	","	","	"
"	253444811406","	607ffe4fe314cd430301d3d0","	Barcelona","	Spain","	Mac","	Mac","	","	","	37.14.62.207","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	https://app.holded.com/login","	https://app.holded.com/login","	referal","	","	true","	","	","	","	","	","	","	","	","	","	3","	","	","	","	","	","	"
"	280689461904","	5ae64c702e1d937c21273e34","	Palma","	Spain","	Mac","	Mac","	","	","	67.218.247.94","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Balearic Islands","	","	","	","	","	https://app.holded.com/doc/estimate/new","	app.holded.com","	","	","	","	","	","	https://app.holded.com/boards","	app.holded.com","	2","	","	","	","	","	","	","	","	","	","	","	","	","	0","	","	","	","	","	","	Search engine","	3","	13","	","	","	","	","	","	"
"	223134526098","	5c7a4575a265642a8b05cec9","	Tarragona","	Spain","	Windows","	Windows","	","	","	212.106.239.80","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Tarragona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	0","	","	","	","	","	","	","	1","	17","	","	","	","	","	","	"
"	288873474710","	611b9711d866bf592d1cb2f9","	","	Spain","	Windows","	Windows","	","	[""611b9745344a5f650849748f""]","	78.30.21.75","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Andalusia","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	","	","	","	","	","	","	","	","	","	","	false","	","	0","	services","	cloudsoftware","	invoicing","	browsing","	never","	Word of mouth","	0","	1","	","	","	","	","	","	"
"	279304366745","	60f15eeb5efc181a603ab404","	Madrid","	Spain","	Windows","	Windows","	","	","	37.11.229.133","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	CjwKCAjwgviIBhBkEiwA10D2j9MHbWC_jo6-h7gHp8pgX8FX6uRf_pLJy4LVAdmRnGl13rmdv--y_xoChe8QAvD_BwE","	","	CjwKCAjwgviIBhBkEiwA10D2j9MHbWC_jo6-h7gHp8pgX8FX6uRf_pLJy4LVAdmRnGl13rmdv--y_xoChe8QAvD_BwE","	https://app.holded.com/treasury/611a56b612676952d559ca22","	app.holded.com","	brand_sitelink_10388931271","	104378542078_444763332707","	cpc","	google","	holded precios","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://www.google.com/","	","	https://www.holded.com/es/blog/como-contabilizar-una-nota-convertible","	https://www.holded.com/es/blog/como-contabilizar-una-nota-convertible","	organic","	google.com","	true","	","	0","	","	","	","	","	","	","	1","	2","	","	brand_sitelink_10388931271","	104378542078_444763332707","	cpc","	google","	holded precios"
"	289505348249","	611e197232af3c2d8a2b5e40","	Mino","	Spain","	Mac","	Mac","	","	[""611e1987b096ad282c71c20d""]","	178.60.11.58","	Spanish","	amplitude-js/8.1.0","	Safari 14","	Web","	A Coruña","	","	CjwKCAjwgviIBhBkEiwA10D2j3N4GX7ku2oV5L15dOe5kXG--ge9t7bzrqqEv4qCSrKobwdxThbTcxoCrvAQAvD_BwE","	","	CjwKCAjwgviIBhBkEiwA10D2j3N4GX7ku2oV5L15dOe5kXG--ge9t7bzrqqEv4qCSrKobwdxThbTcxoCrvAQAvD_BwE","	https://www.google.com","	www.google.com","	portaldoc","	104378543718_444673368951","	email","	holded","	programa holded","	https://app.holded.com/designs/611e1987b096ad282c71c242","	app.holded.com","	1","	","	","	","	","	","	","	","	","	","	","	false","	","	0","	retails","	spreadsheet","	all","	browsing","	never","	Word of mouth","	1","	1","	","	brand_10388931271","	104378543718_444673368951","	cpc","	google","	programa holded"
"	255726480028","	6089e49173d80d1b0a4e6cb1","	Vilanova i la Geltrú","	Spain","	Windows","	Windows","	","	","	46.253.45.121","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/doc/invoice/new","	app.holded.com","	","	","	","	","	","	https://app.holded.com/doc/invoice/new","	app.holded.com","	","	","	","	","	","	","	","	https://www.holded.com/es/integraciones/shopify","	https://www.holded.com/es/integraciones/shopify","	organic","	google.com","	true","	","	99.0","	","	","	","	","	","	","	1","	60","	","	","	","	","	","	"
"	180576045725","	5f2ad50a707c95700e43519f","	Pozuelo de Alarcón","	Spain","	Mac","	Mac","	","	","	83.52.254.197","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	https://app.holded.com/boards?lang=en","	app.holded.com","	portaldoc","	","	email","	holded","	","	https://app.holded.com/boards?lang=en","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	144","	","	","	","	","	","	","	1","	40","	","	portaldoc","	","	email","	holded","	"
"	268495882910","	60bfa4bfd5feec5d2e2ff903","	Barcelona","	Spain","	Windows","	Windows","	","	","	2.136.72.74","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	https://teams.microsoft.com/","	teams.microsoft.com","	","	","	","	","	","	https://teams.microsoft.com/","	teams.microsoft.com","	1","	brand_10388931271","	104378540118_444673368885","	","	EAIaIQobChMIp9LH6cOI8QIVUMTVCh0zCwqNEAAYASAAEgKs9vD_BwE","	https://www.google.com/","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=kwd-314272695052&gclid=EAIaIQobChMIp9LH6cOI8QIVUMTVCh0zCwqNEAAYASAAEgKs9vD_BwE","	https://www.holded.com/es","	cpc","	google","	false","	","	0.0","	both","	desktopsoftware","	all","	innextmonth","	never","	YouTube","	0","	2","	","	","	","	","	","	"
